序号,本地时间,启动后时间,cmd_id,seq,类型,说明,来源录波,hero,engineer,infantry_3,infantry_4,reserved,aerial,sentry,coins_remaining,coins_total,occupancy_status_bits,sentry_posture,hero_x_cm,hero_y_cm,engineer_x_cm,engineer_y_cm,infantry_3_x_cm,infantry_3_y_cm,infantry_4_x_cm,infantry_4_y_cm,aerial_x_cm,aerial_y_cm,sentry_x_cm,sentry_y_cm,hero_heal_pct,hero_cooling,hero_defense_pct,hero_negative_defense_pct,hero_attack_pct,engineer_heal_pct,engineer_cooling,engineer_defense_pct,engineer_negative_defense_pct,engineer_attack_pct,infantry_3_heal_pct,infantry_3_cooling,infantry_3_defense_pct,infantry_3_negative_defense_pct,infantry_3_attack_pct,infantry_4_heal_pct,infantry_4_cooling,infantry_4_defense_pct,infantry_4_negative_defense_pct,infantry_4_attack_pct,sentry_heal_pct,sentry_cooling,sentry_defense_pct,sentry_negative_defense_pct,sentry_attack_pct
106,2026-05-30T18:03:03.000,05:02.00,0x0A01,255,位置,各机器人场地坐标，单位 cm,info_20260530_180303_loop000000.c64,,,,,,,,,,,,318,869,1293,837,0,0,992,390,1585,1327,1007,1054,,,,,,,,,,,,,,,,,,,,,,,,,
107,2026-05-30T18:03:03.000,05:02.00,0x0A04,2,经济/占领,经济与占领状态,info_20260530_180303_loop000000.c64,,,,,,,,333,1000,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,2026-05-30T18:03:03.000,05:02.00,0x0A05,3,Buff/哨兵姿态,增益、冷却、哨兵姿态等状态,info_20260530_180303_loop000000.c64,,,,,,,,,,,3,,,,,,,,,,,,,0,0,50,20,0,0,0,100,0,0,0,0,0,0,0,0,0,25,0,0,0,0,25,25,0
109,2026-05-30T18:03:03.000,05:02.00,0x0A01,6,位置,各机器人场地坐标，单位 cm,info_20260530_180303_loop000000.c64,,,,,,,,,,,,321,867,1291,836,0,0,992,397,1586,1329,1010,1057,,,,,,,,,,,,,,,,,,,,,,,,,
110,2026-05-30T18:03:03.000,05:02.00,0x0A02,7,血量,各机器人剩余血量,info_20260530_180303_loop000000.c64,150,178,0,60,0,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,2026-05-30T18:03:03.000,05:02.00,0x0A03,8,发弹量,各机器人/单位剩余发弹量,info_20260530_180303_loop000000.c64,21,,0,64,,585,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,2026-05-30T18:03:03.000,05:02.00,0x0A01,13,位置,各机器人场地坐标，单位 cm,info_20260530_180303_loop000000.c64,,,,,,,,,,,,332,864,1293,838,0,0,1001,404,1587,1326,1009,1060,,,,,,,,,,,,,,,,,,,,,,,,,
113,2026-05-30T18:03:03.000,05:02.00,0x0A02,14,血量,各机器人剩余血量,info_20260530_180303_loop000000.c64,150,178,0,60,0,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,2026-05-30T18:03:03.000,05:02.00,0x0A03,15,发弹量,各机器人/单位剩余发弹量,info_20260530_180303_loop000000.c64,21,,0,64,,584,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,2026-05-30T18:03:03.000,05:02.00,0x0A04,16,经济/占领,经济与占领状态,info_20260530_180303_loop000000.c64,,,,,,,,333,1000,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,2026-05-30T18:03:03.000,05:02.00,0x0A01,20,位置,各机器人场地坐标，单位 cm,info_20260530_180303_loop000000.c64,,,,,,,,,,,,332,864,1292,839,0,0,1003,407,1587,1326,1005,1066,,,,,,,,,,,,,,,,,,,,,,,,,
117,2026-05-30T18:03:21.000,05:20.00,0x0A04,203,经济/占领,经济与占领状态,info_20260530_180321_loop000000.c64,,,,,,,,520,1200,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,2026-05-30T18:03:21.000,05:20.00,0x0A01,207,位置,各机器人场地坐标，单位 cm,info_20260530_180321_loop000000.c64,,,,,,,,,,,,796,1368,1289,817,0,0,242,223,1554,1314,963,1093,,,,,,,,,,,,,,,,,,,,,,,,,
119,2026-05-30T18:03:21.000,05:20.00,0x0A02,208,血量,各机器人剩余血量,info_20260530_180321_loop000000.c64,150,178,0,210,0,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,2026-05-30T18:03:21.000,05:20.00,0x0A03,209,发弹量,各机器人/单位剩余发弹量,info_20260530_180321_loop000000.c64,21,,0,57,,515,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,2026-05-30T18:03:21.000,05:20.00,0x0A04,210,经济/占领,经济与占领状态,info_20260530_180321_loop000000.c64,,,,,,,,520,1200,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,2026-05-30T18:03:21.000,05:20.00,0x0A01,214,位置,各机器人场地坐标，单位 cm,info_20260530_180321_loop000000.c64,,,,,,,,,,,,781,1372,1290,813,0,0,241,223,1548,1314,963,1093,,,,,,,,,,,,,,,,,,,,,,,,,
123,2026-05-30T18:03:21.000,05:20.00,0x0A02,215,血量,各机器人剩余血量,info_20260530_180321_loop000000.c64,150,178,0,210,0,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,2026-05-30T18:03:21.000,05:20.00,0x0A04,217,经济/占领,经济与占领状态,info_20260530_180321_loop000000.c64,,,,,,,,520,1200,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,2026-05-30T18:03:21.000,05:20.00,0x0A05,218,Buff/哨兵姿态,增益、冷却、哨兵姿态等状态,info_20260530_180321_loop000000.c64,,,,,,,,,,,3,,,,,,,,,,,,,0,0,25,20,0,0,0,100,0,0,0,0,0,0,0,10,0,25,0,0,0,0,25,25,0
126,2026-05-30T18:03:21.000,05:20.00,0x0A02,222,血量,各机器人剩余血量,info_20260530_180321_loop000000.c64,150,178,0,210,0,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,2026-05-30T18:03:21.000,05:20.00,0x0A03,223,发弹量,各机器人/单位剩余发弹量,info_20260530_180321_loop000000.c64,21,,0,57,,515,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,2026-05-30T18:03:39.000,05:38.00,0x0A02,174,血量,各机器人剩余血量,info_20260530_180339_loop000000.c64,150,178,0,325,0,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,2026-05-30T18:03:39.000,05:38.00,0x0A03,175,发弹量,各机器人/单位剩余发弹量,info_20260530_180339_loop000000.c64,21,,0,129,,510,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,2026-05-30T18:03:39.000,05:38.00,0x0A04,176,经济/占领,经济与占领状态,info_20260530_180339_loop000000.c64,,,,,,,,602,1400,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,2026-05-30T18:03:39.000,05:38.00,0x0A05,177,Buff/哨兵姿态,增益、冷却、哨兵姿态等状态,info_20260530_180339_loop000000.c64,,,,,,,,,,,1,,,,,,,,,,,,,0,0,25,0,0,0,0,100,0,0,0,0,0,0,0,0,0,25,20,0,0,60,25,25,0
132,2026-05-30T18:03:39.000,05:38.00,0x0A01,180,位置,各机器人场地坐标，单位 cm,info_20260530_180339_loop000000.c64,,,,,,,,,,,,503,1269,1309,829,0,0,959,524,1200,1296,966,1042,,,,,,,,,,,,,,,,,,,,,,,,,
133,2026-05-30T18:03:39.000,05:38.00,0x0A02,181,血量,各机器人剩余血量,info_20260530_180339_loop000000.c64,150,178,0,325,0,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,2026-05-30T18:03:39.000,05:38.00,0x0A03,182,发弹量,各机器人/单位剩余发弹量,info_20260530_180339_loop000000.c64,21,,0,129,,510,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,2026-05-30T18:03:39.000,05:38.00,0x0A04,183,经济/占领,经济与占领状态,info_20260530_180339_loop000000.c64,,,,,,,,602,1400,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,2026-05-30T18:03:39.000,05:38.00,0x0A03,189,发弹量,各机器人/单位剩余发弹量,info_20260530_180339_loop000000.c64,21,,0,129,,509,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,2026-05-30T18:03:39.000,05:38.00,0x0A04,190,经济/占领,经济与占领状态,info_20260530_180339_loop000000.c64,,,,,,,,602,1400,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,2026-05-30T18:03:39.000,05:38.00,0x0A01,201,位置,各机器人场地坐标，单位 cm,info_20260530_180339_loop000000.c64,,,,,,,,,,,,501,1271,1306,824,0,0,947,512,1200,1293,971,1037,,,,,,,,,,,,,,,,,,,,,,,,,
139,2026-05-30T18:03:39.000,05:38.00,0x0A04,204,经济/占领,经济与占领状态,info_20260530_180339_loop000000.c64,,,,,,,,602,1400,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,2026-05-30T18:03:39.000,05:38.00,0x0A05,205,Buff/哨兵姿态,增益、冷却、哨兵姿态等状态,info_20260530_180339_loop000000.c64,,,,,,,,,,,1,,,,,,,,,,,,,0,0,25,0,0,0,0,100,0,0,0,0,0,0,0,0,0,25,20,0,0,60,25,25,0
141,2026-05-30T18:03:39.000,05:38.00,0x0A01,208,位置,各机器人场地坐标，单位 cm,info_20260530_180339_loop000000.c64,,,,,,,,,,,,500,1271,1308,821,0,0,946,509,1198,1290,973,1035,,,,,,,,,,,,,,,,,,,,,,,,,
142,2026-05-30T18:03:39.000,05:38.00,0x0A02,209,血量,各机器人剩余血量,info_20260530_180339_loop000000.c64,150,178,0,325,0,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,2026-05-30T18:03:39.000,05:38.00,0x0A03,210,发弹量,各机器人/单位剩余发弹量,info_20260530_180339_loop000000.c64,21,,0,129,,508,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,2026-05-30T18:03:57.000,05:56.00,0x0A05,143,Buff/哨兵姿态,增益、冷却、哨兵姿态等状态,info_20260530_180357_loop000000.c64,,,,,,,,,,,3,,,,,,,,,,,,,0,0,25,0,0,0,0,100,0,0,0,0,0,0,0,0,0,25,0,0,0,0,25,25,0
145,2026-05-30T18:03:57.000,05:56.00,0x0A01,146,位置,各机器人场地坐标，单位 cm,info_20260530_180357_loop000000.c64,,,,,,,,,,,,502,1267,1308,816,0,0,1001,345,1364,1270,1003,1087,,,,,,,,,,,,,,,,,,,,,,,,,
146,2026-05-30T18:03:57.000,05:56.00,0x0A02,147,血量,各机器人剩余血量,info_20260530_180357_loop000000.c64,165,178,0,310,0,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,2026-05-30T18:03:57.000,05:56.00,0x0A03,148,发弹量,各机器人/单位剩余发弹量,info_20260530_180357_loop000000.c64,18,,0,107,,485,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,2026-05-30T18:03:57.000,05:56.00,0x0A04,149,经济/占领,经济与占领状态,info_20260530_180357_loop000000.c64,,,,,,,,793,1600,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,2026-05-30T18:03:57.000,05:56.00,0x0A02,154,血量,各机器人剩余血量,info_20260530_180357_loop000000.c64,165,178,0,310,0,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,2026-05-30T18:03:57.000,05:56.00,0x0A03,155,发弹量,各机器人/单位剩余发弹量,info_20260530_180357_loop000000.c64,18,,0,107,,485,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,2026-05-30T18:03:57.000,05:56.00,0x0A04,156,经济/占领,经济与占领状态,info_20260530_180357_loop000000.c64,,,,,,,,793,1600,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,2026-05-30T18:03:57.000,05:56.00,0x0A01,160,位置,各机器人场地坐标，单位 cm,info_20260530_180357_loop000000.c64,,,,,,,,,,,,504,1270,1309,818,0,0,1000,344,1365,1267,1001,1097,,,,,,,,,,,,,,,,,,,,,,,,,
153,2026-05-30T18:04:15.000,06:14.00,0x0A02,106,血量,各机器人剩余血量,info_20260530_180415_loop000000.c64,165,178,0,40,0,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,2026-05-30T18:04:15.000,06:14.00,0x0A03,107,发弹量,各机器人/单位剩余发弹量,info_20260530_180415_loop000000.c64,15,,0,87,,475,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,2026-05-30T18:04:15.000,06:14.00,0x0A04,108,经济/占领,经济与占领状态,info_20260530_180415_loop000000.c64,,,,,,,,937,1750,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,2026-05-30T18:04:15.000,06:14.00,0x0A02,113,血量,各机器人剩余血量,info_20260530_180415_loop000000.c64,165,178,0,40,0,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,2026-05-30T18:04:15.000,06:14.00,0x0A03,114,发弹量,各机器人/单位剩余发弹量,info_20260530_180415_loop000000.c64,15,,0,87,,475,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,2026-05-30T18:04:15.000,06:14.00,0x0A04,115,经济/占领,经济与占领状态,info_20260530_180415_loop000000.c64,,,,,,,,936,1750,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,2026-05-30T18:04:15.000,06:14.00,0x0A01,119,位置,各机器人场地坐标，单位 cm,info_20260530_180415_loop000000.c64,,,,,,,,,,,,503,1269,1170,561,0,0,826,381,1356,1277,954,1070,,,,,,,,,,,,,,,,,,,,,,,,,
160,2026-05-30T18:04:15.000,06:14.00,0x0A02,120,血量,各机器人剩余血量,info_20260530_180415_loop000000.c64,165,178,0,40,0,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,2026-05-30T18:04:15.000,06:14.00,0x0A03,121,发弹量,各机器人/单位剩余发弹量,info_20260530_180415_loop000000.c64,15,,0,87,,475,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,2026-05-30T18:04:33.000,06:32.00,0x0A04,74,经济/占领,经济与占领状态,info_20260530_180433_loop000000.c64,,,,,,,,709,1980,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,2026-05-30T18:04:33.000,06:32.00,0x0A01,78,位置,各机器人场地坐标，单位 cm,info_20260530_180433_loop000000.c64,,,,,,,,,,,,503,1270,1165,567,0,0,358,490,1359,1342,214,481,,,,,,,,,,,,,,,,,,,,,,,,,
164,2026-05-30T18:04:51.000,06:50.00,0x0A04,68,经济/占领,经济与占领状态,info_20260530_180451_loop000000.c64,,,,,,,,533,2260,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,2026-05-30T18:05:09.000,07:08.00,0x0A04,34,经济/占领,经济与占领状态,info_20260530_180509_loop000000.c64,,,,,,,,243,2490,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,2026-05-30T18:05:09.000,07:08.00,0x0A05,35,Buff/哨兵姿态,增益、冷却、哨兵姿态等状态,info_20260530_180509_loop000000.c64,,,,,,,,,,,3,,,,,,,,,,,,,0,0,25,0,0,0,0,25,0,0,0,0,0,0,0,0,0,25,0,0,0,0,25,25,0
167,2026-05-30T18:05:09.000,07:08.00,0x0A01,38,位置,各机器人场地坐标，单位 cm,info_20260530_180509_loop000000.c64,,,,,,,,,,,,503,1265,1162,562,0,0,410,507,666,1338,984,1031,,,,,,,,,,,,,,,,,,,,,,,,,
168,2026-05-30T18:05:09.000,07:08.00,0x0A02,39,血量,各机器人剩余血量,info_20260530_180509_loop000000.c64,165,163,0,325,0,,398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,2026-05-30T18:05:09.000,07:08.00,0x0A03,40,发弹量,各机器人/单位剩余发弹量,info_20260530_180509_loop000000.c64,10,,0,87,,404,382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,2026-05-30T18:05:09.000,07:08.00,0x0A04,41,经济/占领,经济与占领状态,info_20260530_180509_loop000000.c64,,,,,,,,243,2490,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,2026-05-30T18:05:09.000,07:08.00,0x0A02,46,血量,各机器人剩余血量,info_20260530_180509_loop000000.c64,165,163,0,325,0,,398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,2026-05-30T18:05:09.000,07:08.00,0x0A03,47,发弹量,各机器人/单位剩余发弹量,info_20260530_180509_loop000000.c64,10,,0,87,,404,382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,2026-05-30T18:05:09.000,07:08.00,0x0A04,48,经济/占领,经济与占领状态,info_20260530_180509_loop000000.c64,,,,,,,,243,2490,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,2026-05-30T18:05:09.000,07:08.00,0x0A05,49,Buff/哨兵姿态,增益、冷却、哨兵姿态等状态,info_20260530_180509_loop000000.c64,,,,,,,,,,,3,,,,,,,,,,,,,0,0,25,0,0,0,0,25,0,0,0,0,0,0,0,0,0,25,0,0,0,0,25,25,0
175,2026-05-30T18:05:09.000,07:08.00,0x0A01,52,位置,各机器人场地坐标，单位 cm,info_20260530_180509_loop000000.c64,,,,,,,,,,,,503,1269,1164,562,0,0,439,532,666,1338,989,1031,,,,,,,,,,,,,,,,,,,,,,,,,
176,2026-05-30T18:05:09.000,07:08.00,0x0A02,53,血量,各机器人剩余血量,info_20260530_180509_loop000000.c64,165,163,0,325,0,,398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,2026-05-30T18:05:09.000,07:08.00,0x0A01,59,位置,各机器人场地坐标，单位 cm,info_20260530_180509_loop000000.c64,,,,,,,,,,,,504,1271,1158,563,0,0,464,555,665,1337,994,1026,,,,,,,,,,,,,,,,,,,,,,,,,
178,2026-05-30T18:05:27.000,07:26.00,0x0A02,254,血量,各机器人剩余血量,info_20260530_180527_loop000000.c64,0,163,0,375,0,,398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,2026-05-30T18:05:27.000,07:26.00,0x0A03,255,发弹量,各机器人/单位剩余发弹量,info_20260530_180527_loop000000.c64,8,,0,49,,404,362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,2026-05-30T18:06:03.000,08:02.00,0x0A01,199,位置,各机器人场地坐标，单位 cm,info_20260530_180603_loop000000.c64,,,,,,,,,,,,505,1268,1240,518,0,0,986,406,201,1350,973,1042,,,,,,,,,,,,,,,,,,,,,,,,,
181,2026-05-30T18:06:05.000,08:04.00,0x0A01,97,位置,各机器人场地坐标，单位 cm,info_20260530_180605_loop000001.c64,,,,,,,,,,,,503,1269,1236,517,0,0,926,403,187,1328,995,1039,,,,,,,,,,,,,,,,,,,,,,,,,
182,2026-05-30T18:06:05.000,08:04.00,0x0A02,98,血量,各机器人剩余血量,info_20260530_180605_loop000001.c64,165,0,0,400,0,,398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,2026-05-30T18:06:05.000,08:04.00,0x0A03,99,发弹量,各机器人/单位剩余发弹量,info_20260530_180605_loop000001.c64,5,,0,65531,,404,264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,2026-05-30T18:06:07.000,08:06.00,0x0A05,241,Buff/哨兵姿态,增益、冷却、哨兵姿态等状态,info_20260530_180607_loop000002.c64,,,,,,,,,,,3,,,,,,,,,,,,,0,0,25,0,0,0,0,25,0,0,0,0,0,0,0,0,0,25,0,0,0,0,25,25,0
185,2026-05-30T18:06:07.000,08:06.00,0x0A05,248,Buff/哨兵姿态,增益、冷却、哨兵姿态等状态,info_20260530_180607_loop000002.c64,,,,,,,,,,,3,,,,,,,,,,,,,0,0,25,0,0,0,0,25,0,0,0,0,0,0,0,0,0,25,0,0,0,0,25,25,0
186,2026-05-30T18:06:07.000,08:06.00,0x0A01,251,位置,各机器人场地坐标，单位 cm,info_20260530_180607_loop000002.c64,,,,,,,,,,,,505,1267,1238,516,0,0,567,445,161,1331,999,1045,,,,,,,,,,,,,,,,,,,,,,,,,
187,2026-05-30T18:06:07.000,08:06.00,0x0A02,252,血量,各机器人剩余血量,info_20260530_180607_loop000002.c64,165,0,0,400,0,,398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,2026-05-30T18:06:07.000,08:06.00,0x0A04,254,经济/占领,经济与占领状态,info_20260530_180607_loop000002.c64,,,,,,,,473,3280,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,2026-05-30T18:06:07.000,08:06.00,0x0A02,3,血量,各机器人剩余血量,info_20260530_180607_loop000002.c64,165,0,0,400,0,,398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,2026-05-30T18:06:07.000,08:06.00,0x0A05,6,Buff/哨兵姿态,增益、冷却、哨兵姿态等状态,info_20260530_180607_loop000002.c64,,,,,,,,,,,3,,,,,,,,,,,,,0,0,25,0,0,0,0,25,0,0,0,0,0,0,0,0,0,25,0,0,0,0,25,25,0
191,2026-05-30T18:06:07.000,08:06.00,0x0A02,10,血量,各机器人剩余血量,info_20260530_180607_loop000002.c64,165,0,0,400,0,,398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,2026-05-30T18:06:07.000,08:06.00,0x0A03,11,发弹量,各机器人/单位剩余发弹量,info_20260530_180607_loop000002.c64,5,,0,65531,,404,254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,2026-05-30T18:06:07.000,08:06.00,0x0A04,12,经济/占领,经济与占领状态,info_20260530_180607_loop000002.c64,,,,,,,,473,3280,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,2026-05-30T18:06:07.000,08:06.00,0x0A02,17,血量,各机器人剩余血量,info_20260530_180607_loop000002.c64,165,0,0,400,0,,398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,2026-05-30T18:06:07.000,08:06.00,0x0A04,26,经济/占领,经济与占领状态,info_20260530_180607_loop000002.c64,,,,,,,,473,3280,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,2026-05-30T18:06:07.000,08:06.00,0x0A05,27,Buff/哨兵姿态,增益、冷却、哨兵姿态等状态,info_20260530_180607_loop000002.c64,,,,,,,,,,,3,,,,,,,,,,,,,0,0,25,0,0,0,0,25,0,0,0,0,0,0,0,0,0,25,0,0,0,0,25,25,0
197,2026-05-30T18:06:07.000,08:06.00,0x0A02,31,血量,各机器人剩余血量,info_20260530_180607_loop000002.c64,165,0,0,400,0,,398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,2026-05-30T18:06:07.000,08:06.00,0x0A03,32,发弹量,各机器人/单位剩余发弹量,info_20260530_180607_loop000002.c64,5,,0,65531,,404,253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,2026-05-30T18:06:56.000,08:55.00,0x0A03,43,发弹量,各机器人/单位剩余发弹量,info_20260530_180656_loop000000.c64,3,,0,155,,404,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,2026-05-30T18:06:56.000,08:55.00,0x0A04,44,经济/占领,经济与占领状态,info_20260530_180656_loop000000.c64,,,,,,,,743,3790,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,2026-05-30T18:06:56.000,08:55.00,0x0A01,48,位置,各机器人场地坐标，单位 cm,info_20260530_180656_loop000000.c64,,,,,,,,,,,,502,1270,1237,518,0,0,976,422,148,1346,981,1040,,,,,,,,,,,,,,,,,,,,,,,,,
202,2026-05-30T18:06:56.000,08:55.00,0x0A02,49,血量,各机器人剩余血量,info_20260530_180656_loop000000.c64,0,0,0,400,0,,378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,2026-05-30T18:06:56.000,08:55.00,0x0A03,50,发弹量,各机器人/单位剩余发弹量,info_20260530_180656_loop000000.c64,3,,0,155,,404,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,2026-05-30T18:06:56.000,08:55.00,0x0A04,51,经济/占领,经济与占领状态,info_20260530_180656_loop000000.c64,,,,,,,,743,3790,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,2026-05-30T18:06:56.000,08:55.00,0x0A01,55,位置,各机器人场地坐标，单位 cm,info_20260530_180656_loop000000.c64,,,,,,,,,,,,502,1270,1245,519,0,0,976,423,148,1346,981,1039,,,,,,,,,,,,,,,,,,,,,,,,,
206,2026-05-30T18:06:56.000,08:55.00,0x0A03,57,发弹量,各机器人/单位剩余发弹量,info_20260530_180656_loop000000.c64,3,,0,155,,404,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,2026-05-30T18:06:56.000,08:55.00,0x0A03,64,发弹量,各机器人/单位剩余发弹量,info_20260530_180656_loop000000.c64,3,,0,155,,404,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,2026-05-30T18:06:56.000,08:55.00,0x0A04,65,经济/占领,经济与占领状态,info_20260530_180656_loop000000.c64,,,,,,,,743,3790,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,2026-05-30T18:06:56.000,08:55.00,0x0A05,66,Buff/哨兵姿态,增益、冷却、哨兵姿态等状态,info_20260530_180656_loop000000.c64,,,,,,,,,,,3,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,2026-05-30T18:06:56.000,08:55.00,0x0A01,69,位置,各机器人场地坐标，单位 cm,info_20260530_180656_loop000000.c64,,,,,,,,,,,,502,1270,1243,517,0,0,977,422,152,1340,980,1039,,,,,,,,,,,,,,,,,,,,,,,,,
211,2026-05-30T18:06:56.000,08:55.00,0x0A02,70,血量,各机器人剩余血量,info_20260530_180656_loop000000.c64,0,0,0,400,0,,378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
