序号,本地时间,启动后时间,cmd_id,seq,类型,说明,来源录波,hero,engineer,infantry_3,infantry_4,reserved,aerial,sentry,coins_remaining,coins_total,occupancy_status_bits,sentry_posture,hero_x_cm,hero_y_cm,engineer_x_cm,engineer_y_cm,infantry_3_x_cm,infantry_3_y_cm,infantry_4_x_cm,infantry_4_y_cm,aerial_x_cm,aerial_y_cm,sentry_x_cm,sentry_y_cm,hero_heal_pct,hero_cooling,hero_defense_pct,hero_negative_defense_pct,hero_attack_pct,engineer_heal_pct,engineer_cooling,engineer_defense_pct,engineer_negative_defense_pct,engineer_attack_pct,infantry_3_heal_pct,infantry_3_cooling,infantry_3_defense_pct,infantry_3_negative_defense_pct,infantry_3_attack_pct,infantry_4_heal_pct,infantry_4_cooling,infantry_4_defense_pct,infantry_4_negative_defense_pct,infantry_4_attack_pct,sentry_heal_pct,sentry_cooling,sentry_defense_pct,sentry_negative_defense_pct,sentry_attack_pct
212,2026-05-30T18:28:09.000,06:52.00,0x0A03,100,发弹量,各机器人/单位剩余发弹量,info_20260530_182809_loop000000.c64,3,,59,150,,702,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,2026-05-30T18:28:09.000,06:52.00,0x0A04,101,经济/占领,经济与占领状态,info_20260530_182809_loop000000.c64,,,,,,,,838,1850,32768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,2026-05-30T18:28:09.000,06:52.00,0x0A05,102,Buff/哨兵姿态,增益、冷却、哨兵姿态等状态,info_20260530_182809_loop000000.c64,,,,,,,,,,,3,,,,,,,,,,,,,0,0,25,0,0,0,0,25,0,0,0,0,25,0,0,0,0,25,0,0,0,0,25,25,0
215,2026-05-30T18:28:09.000,06:52.00,0x0A01,105,位置,各机器人场地坐标，单位 cm,info_20260530_182809_loop000000.c64,,,,,,,,,,,,1186,1332,802,113,1037,1303,986,457,737,1290,342,989,,,,,,,,,,,,,,,,,,,,,,,,,
216,2026-05-30T18:28:09.000,06:52.00,0x0A02,106,血量,各机器人剩余血量,info_20260530_182809_loop000000.c64,325,0,230,325,0,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,2026-05-30T18:28:09.000,06:52.00,0x0A03,107,发弹量,各机器人/单位剩余发弹量,info_20260530_182809_loop000000.c64,3,,58,150,,702,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,2026-05-30T18:28:09.000,06:52.00,0x0A04,108,经济/占领,经济与占领状态,info_20260530_182809_loop000000.c64,,,,,,,,838,1850,32768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,2026-05-30T18:28:09.000,06:52.00,0x0A05,109,Buff/哨兵姿态,增益、冷却、哨兵姿态等状态,info_20260530_182809_loop000000.c64,,,,,,,,,,,3,,,,,,,,,,,,,0,0,25,0,0,0,0,25,0,0,0,0,25,0,0,0,0,25,0,0,0,0,25,25,0
220,2026-05-30T18:28:09.000,06:52.00,0x0A01,112,位置,各机器人场地坐标，单位 cm,info_20260530_182809_loop000000.c64,,,,,,,,,,,,1184,1333,802,112,1027,1305,991,456,737,1290,345,989,,,,,,,,,,,,,,,,,,,,,,,,,
221,2026-05-30T18:28:09.000,06:52.00,0x0A02,113,血量,各机器人剩余血量,info_20260530_182809_loop000000.c64,325,0,230,325,0,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,2026-05-30T18:28:09.000,06:52.00,0x0A03,114,发弹量,各机器人/单位剩余发弹量,info_20260530_182809_loop000000.c64,3,,58,149,,702,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,2026-05-30T18:28:09.000,06:52.00,0x0A04,115,经济/占领,经济与占领状态,info_20260530_182809_loop000000.c64,,,,,,,,838,1850,32768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,2026-05-30T18:28:09.000,06:52.00,0x0A05,116,Buff/哨兵姿态,增益、冷却、哨兵姿态等状态,info_20260530_182809_loop000000.c64,,,,,,,,,,,3,,,,,,,,,,,,,0,0,25,0,0,0,0,25,0,0,0,0,25,0,0,0,0,25,0,0,0,0,25,25,0
225,2026-05-30T18:28:09.000,06:52.00,0x0A01,119,位置,各机器人场地坐标，单位 cm,info_20260530_182809_loop000000.c64,,,,,,,,,,,,1185,1330,803,112,1026,1300,990,455,737,1290,344,989,,,,,,,,,,,,,,,,,,,,,,,,,
226,2026-05-30T18:28:09.000,06:52.00,0x0A02,120,血量,各机器人剩余血量,info_20260530_182809_loop000000.c64,325,0,230,325,0,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,2026-05-30T18:28:09.000,06:52.00,0x0A03,121,发弹量,各机器人/单位剩余发弹量,info_20260530_182809_loop000000.c64,3,,58,148,,702,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,2026-05-30T18:28:09.000,06:52.00,0x0A04,122,经济/占领,经济与占领状态,info_20260530_182809_loop000000.c64,,,,,,,,863,1875,32768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,2026-05-30T18:28:09.000,06:52.00,0x0A05,123,Buff/哨兵姿态,增益、冷却、哨兵姿态等状态,info_20260530_182809_loop000000.c64,,,,,,,,,,,3,,,,,,,,,,,,,0,0,25,0,0,0,0,25,0,0,0,0,25,0,0,0,0,25,0,0,0,0,25,25,0
230,2026-05-30T18:28:09.000,06:52.00,0x0A01,126,位置,各机器人场地坐标，单位 cm,info_20260530_182809_loop000000.c64,,,,,,,,,,,,1185,1332,802,112,1024,1293,993,456,737,1290,343,989,,,,,,,,,,,,,,,,,,,,,,,,,
231,2026-05-30T18:28:09.000,06:52.00,0x0A02,127,血量,各机器人剩余血量,info_20260530_182809_loop000000.c64,325,0,230,325,0,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,2026-05-30T18:28:09.000,06:52.00,0x0A03,128,发弹量,各机器人/单位剩余发弹量,info_20260530_182809_loop000000.c64,2,,58,148,,702,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,2026-05-30T18:28:09.000,06:52.00,0x0A04,129,经济/占领,经济与占领状态,info_20260530_182809_loop000000.c64,,,,,,,,863,1875,32768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,2026-05-30T18:28:09.000,06:52.00,0x0A01,133,位置,各机器人场地坐标，单位 cm,info_20260530_182809_loop000000.c64,,,,,,,,,,,,1186,1330,805,105,1024,1289,993,456,737,1290,340,989,,,,,,,,,,,,,,,,,,,,,,,,,
235,2026-05-30T18:28:27.000,07:10.00,0x0A02,58,血量,各机器人剩余血量,info_20260530_182827_loop000000.c64,10,25,215,335,0,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,2026-05-30T18:28:27.000,07:10.00,0x0A03,59,发弹量,各机器人/单位剩余发弹量,info_20260530_182827_loop000000.c64,0,,55,125,,702,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,2026-05-30T18:28:27.000,07:10.00,0x0A04,60,经济/占领,经济与占领状态,info_20260530_182827_loop000000.c64,,,,,,,,1013,2025,32768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,2026-05-30T18:28:27.000,07:10.00,0x0A05,61,Buff/哨兵姿态,增益、冷却、哨兵姿态等状态,info_20260530_182827_loop000000.c64,,,,,,,,,,,3,,,,,,,,,,,,,0,0,25,0,0,0,0,100,40,0,0,0,25,0,0,0,0,25,0,0,0,0,25,25,0
239,2026-05-30T18:28:27.000,07:10.00,0x0A01,64,位置,各机器人场地坐标，单位 cm,info_20260530_182827_loop000000.c64,,,,,,,,,,,,1166,1346,804,113,1071,1386,969,414,737,1290,329,961,,,,,,,,,,,,,,,,,,,,,,,,,
240,2026-05-30T18:28:27.000,07:10.00,0x0A02,65,血量,各机器人剩余血量,info_20260530_182827_loop000000.c64,10,25,215,335,0,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,2026-05-30T18:28:27.000,07:10.00,0x0A03,66,发弹量,各机器人/单位剩余发弹量,info_20260530_182827_loop000000.c64,0,,55,125,,702,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,2026-05-30T18:28:27.000,07:10.00,0x0A04,67,经济/占领,经济与占领状态,info_20260530_182827_loop000000.c64,,,,,,,,1013,2025,32768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,2026-05-30T18:28:27.000,07:10.00,0x0A05,68,Buff/哨兵姿态,增益、冷却、哨兵姿态等状态,info_20260530_182827_loop000000.c64,,,,,,,,,,,3,,,,,,,,,,,,,0,0,25,0,0,0,0,100,40,0,0,0,25,0,0,0,0,25,0,0,0,0,25,25,0
244,2026-05-30T18:28:27.000,07:10.00,0x0A01,71,位置,各机器人场地坐标，单位 cm,info_20260530_182827_loop000000.c64,,,,,,,,,,,,1167,1350,804,113,1073,1386,969,414,737,1290,331,961,,,,,,,,,,,,,,,,,,,,,,,,,
245,2026-05-30T18:28:27.000,07:10.00,0x0A02,72,血量,各机器人剩余血量,info_20260530_182827_loop000000.c64,10,25,215,335,0,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,2026-05-30T18:28:27.000,07:10.00,0x0A03,73,发弹量,各机器人/单位剩余发弹量,info_20260530_182827_loop000000.c64,0,,55,125,,702,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,2026-05-30T18:28:27.000,07:10.00,0x0A04,74,经济/占领,经济与占领状态,info_20260530_182827_loop000000.c64,,,,,,,,1013,2025,32768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,2026-05-30T18:28:27.000,07:10.00,0x0A05,75,Buff/哨兵姿态,增益、冷却、哨兵姿态等状态,info_20260530_182827_loop000000.c64,,,,,,,,,,,3,,,,,,,,,,,,,0,0,25,0,0,0,0,100,40,0,0,0,25,0,0,0,0,25,0,0,0,0,25,25,0
249,2026-05-30T18:28:27.000,07:10.00,0x0A01,78,位置,各机器人场地坐标，单位 cm,info_20260530_182827_loop000000.c64,,,,,,,,,,,,1167,1349,804,115,1076,1384,961,417,737,1290,333,957,,,,,,,,,,,,,,,,,,,,,,,,,
250,2026-05-30T18:28:27.000,07:10.00,0x0A02,79,血量,各机器人剩余血量,info_20260530_182827_loop000000.c64,10,25,215,335,0,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,2026-05-30T18:28:27.000,07:10.00,0x0A03,80,发弹量,各机器人/单位剩余发弹量,info_20260530_182827_loop000000.c64,0,,55,125,,702,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,2026-05-30T18:28:27.000,07:10.00,0x0A04,81,经济/占领,经济与占领状态,info_20260530_182827_loop000000.c64,,,,,,,,1013,2025,32768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,2026-05-30T18:28:27.000,07:10.00,0x0A05,82,Buff/哨兵姿态,增益、冷却、哨兵姿态等状态,info_20260530_182827_loop000000.c64,,,,,,,,,,,3,,,,,,,,,,,,,0,0,25,0,0,0,0,100,40,0,0,0,25,0,0,0,0,25,0,0,0,0,25,25,0
254,2026-05-30T18:28:27.000,07:10.00,0x0A01,85,位置,各机器人场地坐标，单位 cm,info_20260530_182827_loop000000.c64,,,,,,,,,,,,1165,1350,802,115,1084,1376,959,419,737,1290,336,952,,,,,,,,,,,,,,,,,,,,,,,,,
255,2026-05-30T18:28:27.000,07:10.00,0x0A02,86,血量,各机器人剩余血量,info_20260530_182827_loop000000.c64,10,25,215,335,0,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,2026-05-30T18:28:27.000,07:10.00,0x0A03,87,发弹量,各机器人/单位剩余发弹量,info_20260530_182827_loop000000.c64,0,,55,125,,702,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,2026-05-30T18:28:27.000,07:10.00,0x0A04,88,经济/占领,经济与占领状态,info_20260530_182827_loop000000.c64,,,,,,,,1013,2025,32768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,2026-05-30T18:28:27.000,07:10.00,0x0A05,89,Buff/哨兵姿态,增益、冷却、哨兵姿态等状态,info_20260530_182827_loop000000.c64,,,,,,,,,,,3,,,,,,,,,,,,,0,0,25,0,0,0,0,100,40,0,0,0,25,0,0,0,0,25,0,0,0,0,25,25,0
259,2026-05-30T18:28:27.000,07:10.00,0x0A01,92,位置,各机器人场地坐标，单位 cm,info_20260530_182827_loop000000.c64,,,,,,,,,,,,1167,1349,805,113,1086,1373,963,423,737,1290,337,950,,,,,,,,,,,,,,,,,,,,,,,,,
260,2026-05-30T18:28:27.000,07:10.00,0x0A02,93,血量,各机器人剩余血量,info_20260530_182827_loop000000.c64,10,25,215,335,0,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,2026-05-30T18:28:27.000,07:10.00,0x0A03,94,发弹量,各机器人/单位剩余发弹量,info_20260530_182827_loop000000.c64,0,,55,125,,702,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,2026-05-30T18:28:27.000,07:10.00,0x0A04,95,经济/占领,经济与占领状态,info_20260530_182827_loop000000.c64,,,,,,,,1013,2025,32768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,2026-05-30T18:28:27.000,07:10.00,0x0A05,96,Buff/哨兵姿态,增益、冷却、哨兵姿态等状态,info_20260530_182827_loop000000.c64,,,,,,,,,,,3,,,,,,,,,,,,,0,0,25,0,0,0,0,100,40,0,0,0,25,0,0,0,0,25,0,0,0,0,25,25,0
264,2026-05-30T18:28:27.000,07:10.00,0x0A02,100,血量,各机器人剩余血量,info_20260530_182827_loop000000.c64,10,25,215,335,0,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,2026-05-30T18:28:27.000,07:10.00,0x0A03,101,发弹量,各机器人/单位剩余发弹量,info_20260530_182827_loop000000.c64,0,,55,125,,702,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,2026-05-30T18:28:27.000,07:10.00,0x0A04,102,经济/占领,经济与占领状态,info_20260530_182827_loop000000.c64,,,,,,,,1013,2025,32768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,2026-05-30T18:28:27.000,07:10.00,0x0A05,103,Buff/哨兵姿态,增益、冷却、哨兵姿态等状态,info_20260530_182827_loop000000.c64,,,,,,,,,,,3,,,,,,,,,,,,,0,0,25,0,0,0,0,100,40,0,0,0,25,0,0,0,0,25,0,0,0,0,25,25,0
268,2026-05-30T18:28:45.000,07:28.00,0x0A02,24,血量,各机器人剩余血量,info_20260530_182845_loop000000.c64,325,25,141,385,0,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,2026-05-30T18:28:45.000,07:28.00,0x0A03,25,发弹量,各机器人/单位剩余发弹量,info_20260530_182845_loop000000.c64,0,,38,96,,702,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,2026-05-30T18:28:45.000,07:28.00,0x0A04,26,经济/占领,经济与占领状态,info_20260530_182845_loop000000.c64,,,,,,,,613,2225,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,2026-05-30T18:28:45.000,07:28.00,0x0A05,27,Buff/哨兵姿态,增益、冷却、哨兵姿态等状态,info_20260530_182845_loop000000.c64,,,,,,,,,,,3,,,,,,,,,,,,,0,0,25,40,0,0,0,100,40,0,0,0,25,40,0,0,0,25,40,0,0,0,25,25,0
272,2026-05-30T18:28:45.000,07:28.00,0x0A02,31,血量,各机器人剩余血量,info_20260530_182845_loop000000.c64,325,25,141,385,0,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,2026-05-30T18:28:45.000,07:28.00,0x0A03,32,发弹量,各机器人/单位剩余发弹量,info_20260530_182845_loop000000.c64,0,,38,96,,702,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,2026-05-30T18:28:45.000,07:28.00,0x0A04,33,经济/占领,经济与占领状态,info_20260530_182845_loop000000.c64,,,,,,,,613,2225,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,2026-05-30T18:28:45.000,07:28.00,0x0A05,34,Buff/哨兵姿态,增益、冷却、哨兵姿态等状态,info_20260530_182845_loop000000.c64,,,,,,,,,,,3,,,,,,,,,,,,,0,0,25,40,0,0,0,100,40,0,0,0,25,40,0,0,0,25,40,0,0,0,25,25,0
276,2026-05-30T18:28:45.000,07:28.00,0x0A02,38,血量,各机器人剩余血量,info_20260530_182845_loop000000.c64,325,25,141,385,0,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,2026-05-30T18:28:45.000,07:28.00,0x0A03,39,发弹量,各机器人/单位剩余发弹量,info_20260530_182845_loop000000.c64,0,,38,96,,702,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,2026-05-30T18:28:45.000,07:28.00,0x0A04,40,经济/占领,经济与占领状态,info_20260530_182845_loop000000.c64,,,,,,,,613,2225,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,2026-05-30T18:28:45.000,07:28.00,0x0A05,41,Buff/哨兵姿态,增益、冷却、哨兵姿态等状态,info_20260530_182845_loop000000.c64,,,,,,,,,,,3,,,,,,,,,,,,,0,0,25,40,0,0,0,100,40,0,0,0,25,40,0,0,0,25,40,0,0,0,25,25,0
280,2026-05-30T18:28:45.000,07:28.00,0x0A02,45,血量,各机器人剩余血量,info_20260530_182845_loop000000.c64,325,25,141,385,0,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,2026-05-30T18:28:45.000,07:28.00,0x0A03,46,发弹量,各机器人/单位剩余发弹量,info_20260530_182845_loop000000.c64,0,,38,96,,702,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,2026-05-30T18:28:45.000,07:28.00,0x0A04,47,经济/占领,经济与占领状态,info_20260530_182845_loop000000.c64,,,,,,,,613,2225,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,2026-05-30T18:28:45.000,07:28.00,0x0A01,51,位置,各机器人场地坐标，单位 cm,info_20260530_182845_loop000000.c64,,,,,,,,,,,,690,904,771,503,895,1145,888,851,737,1290,330,977,,,,,,,,,,,,,,,,,,,,,,,,,
284,2026-05-30T18:28:45.000,07:28.00,0x0A02,52,血量,各机器人剩余血量,info_20260530_182845_loop000000.c64,325,25,141,385,0,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,2026-05-30T18:28:45.000,07:28.00,0x0A03,53,发弹量,各机器人/单位剩余发弹量,info_20260530_182845_loop000000.c64,0,,38,96,,702,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,2026-05-30T18:28:45.000,07:28.00,0x0A04,54,经济/占领,经济与占领状态,info_20260530_182845_loop000000.c64,,,,,,,,613,2225,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,2026-05-30T18:28:45.000,07:28.00,0x0A05,55,Buff/哨兵姿态,增益、冷却、哨兵姿态等状态,info_20260530_182845_loop000000.c64,,,,,,,,,,,3,,,,,,,,,,,,,0,0,25,40,0,0,0,100,40,0,0,0,25,40,0,0,0,25,40,0,0,0,25,25,0
288,2026-05-30T18:28:45.000,07:28.00,0x0A01,58,位置,各机器人场地坐标，单位 cm,info_20260530_182845_loop000000.c64,,,,,,,,,,,,689,904,766,501,895,1147,881,840,737,1290,331,978,,,,,,,,,,,,,,,,,,,,,,,,,
289,2026-05-30T18:28:45.000,07:28.00,0x0A02,59,血量,各机器人剩余血量,info_20260530_182845_loop000000.c64,325,25,141,385,0,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,2026-05-30T18:28:45.000,07:28.00,0x0A03,60,发弹量,各机器人/单位剩余发弹量,info_20260530_182845_loop000000.c64,0,,38,96,,702,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,2026-05-30T18:28:45.000,07:28.00,0x0A04,61,经济/占领,经济与占领状态,info_20260530_182845_loop000000.c64,,,,,,,,613,2225,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,2026-05-30T18:28:45.000,07:28.00,0x0A05,62,Buff/哨兵姿态,增益、冷却、哨兵姿态等状态,info_20260530_182845_loop000000.c64,,,,,,,,,,,3,,,,,,,,,,,,,0,0,25,40,0,0,0,100,40,0,0,0,25,40,0,0,0,25,40,0,0,0,25,25,0
293,2026-05-30T18:28:45.000,07:28.00,0x0A01,65,位置,各机器人场地坐标，单位 cm,info_20260530_182845_loop000000.c64,,,,,,,,,,,,685,904,761,502,898,1149,877,834,737,1290,331,978,,,,,,,,,,,,,,,,,,,,,,,,,
294,2026-05-30T18:28:45.000,07:28.00,0x0A02,66,血量,各机器人剩余血量,info_20260530_182845_loop000000.c64,325,25,141,385,0,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,2026-05-30T18:28:45.000,07:28.00,0x0A03,67,发弹量,各机器人/单位剩余发弹量,info_20260530_182845_loop000000.c64,0,,38,96,,702,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,2026-05-30T18:28:45.000,07:28.00,0x0A04,68,经济/占领,经济与占领状态,info_20260530_182845_loop000000.c64,,,,,,,,613,2225,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,2026-05-30T18:29:03.000,07:46.00,0x0A05,0,Buff/哨兵姿态,增益、冷却、哨兵姿态等状态,info_20260530_182903_loop000000.c64,,,,,,,,,,,3,,,,,,,,,,,,,0,0,25,20,0,0,0,25,0,0,0,0,25,0,0,0,0,25,15,0,0,0,25,25,0
298,2026-05-30T18:29:03.000,07:46.00,0x0A01,3,位置,各机器人场地坐标，单位 cm,info_20260530_182903_loop000000.c64,,,,,,,,,,,,908,950,680,733,970,1131,963,1046,737,1290,327,984,,,,,,,,,,,,,,,,,,,,,,,,,
299,2026-05-30T18:29:03.000,07:46.00,0x0A02,4,血量,各机器人剩余血量,info_20260530_182903_loop000000.c64,325,25,0,339,0,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,2026-05-30T18:29:03.000,07:46.00,0x0A03,5,发弹量,各机器人/单位剩余发弹量,info_20260530_182903_loop000000.c64,29,,20,61,,702,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,2026-05-30T18:29:03.000,07:46.00,0x0A04,6,经济/占领,经济与占领状态,info_20260530_182903_loop000000.c64,,,,,,,,513,2425,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,2026-05-30T18:29:03.000,07:46.00,0x0A05,7,Buff/哨兵姿态,增益、冷却、哨兵姿态等状态,info_20260530_182903_loop000000.c64,,,,,,,,,,,3,,,,,,,,,,,,,0,0,25,20,0,0,0,25,0,0,0,0,25,0,0,0,0,25,15,0,0,0,25,25,0
303,2026-05-30T18:29:03.000,07:46.00,0x0A01,10,位置,各机器人场地坐标，单位 cm,info_20260530_182903_loop000000.c64,,,,,,,,,,,,909,949,679,733,970,1131,959,1054,737,1290,328,983,,,,,,,,,,,,,,,,,,,,,,,,,
304,2026-05-30T18:29:03.000,07:46.00,0x0A02,11,血量,各机器人剩余血量,info_20260530_182903_loop000000.c64,325,25,0,339,0,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,2026-05-30T18:29:03.000,07:46.00,0x0A03,12,发弹量,各机器人/单位剩余发弹量,info_20260530_182903_loop000000.c64,29,,20,61,,702,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,2026-05-30T18:29:03.000,07:46.00,0x0A05,14,Buff/哨兵姿态,增益、冷却、哨兵姿态等状态,info_20260530_182903_loop000000.c64,,,,,,,,,,,3,,,,,,,,,,,,,0,0,25,20,0,0,0,25,0,0,0,0,25,0,0,0,0,25,15,0,0,0,25,25,0
307,2026-05-30T18:29:03.000,07:46.00,0x0A01,17,位置,各机器人场地坐标，单位 cm,info_20260530_182903_loop000000.c64,,,,,,,,,,,,908,949,681,733,970,1130,959,1060,737,1290,324,978,,,,,,,,,,,,,,,,,,,,,,,,,
308,2026-05-30T18:29:03.000,07:46.00,0x0A02,18,血量,各机器人剩余血量,info_20260530_182903_loop000000.c64,325,25,0,339,0,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,2026-05-30T18:29:03.000,07:46.00,0x0A03,19,发弹量,各机器人/单位剩余发弹量,info_20260530_182903_loop000000.c64,29,,20,61,,702,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,2026-05-30T18:29:03.000,07:46.00,0x0A04,20,经济/占领,经济与占领状态,info_20260530_182903_loop000000.c64,,,,,,,,513,2425,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,2026-05-30T18:29:03.000,07:46.00,0x0A05,21,Buff/哨兵姿态,增益、冷却、哨兵姿态等状态,info_20260530_182903_loop000000.c64,,,,,,,,,,,3,,,,,,,,,,,,,0,0,25,20,0,0,0,25,0,0,0,0,25,0,0,0,0,25,15,0,0,0,25,25,0
312,2026-05-30T18:29:03.000,07:46.00,0x0A01,24,位置,各机器人场地坐标，单位 cm,info_20260530_182903_loop000000.c64,,,,,,,,,,,,908,948,678,729,970,1128,959,1070,737,1290,327,976,,,,,,,,,,,,,,,,,,,,,,,,,
313,2026-05-30T18:29:03.000,07:46.00,0x0A02,25,血量,各机器人剩余血量,info_20260530_182903_loop000000.c64,325,25,0,339,0,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,2026-05-30T18:29:03.000,07:46.00,0x0A03,26,发弹量,各机器人/单位剩余发弹量,info_20260530_182903_loop000000.c64,29,,20,61,,702,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,2026-05-30T18:29:03.000,07:46.00,0x0A04,27,经济/占领,经济与占领状态,info_20260530_182903_loop000000.c64,,,,,,,,513,2425,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,2026-05-30T18:29:03.000,07:46.00,0x0A05,28,Buff/哨兵姿态,增益、冷却、哨兵姿态等状态,info_20260530_182903_loop000000.c64,,,,,,,,,,,3,,,,,,,,,,,,,0,0,25,20,0,0,0,25,0,0,0,0,25,0,0,0,0,25,0,0,0,0,25,25,0
317,2026-05-30T18:29:03.000,07:46.00,0x0A01,31,位置,各机器人场地坐标，单位 cm,info_20260530_182903_loop000000.c64,,,,,,,,,,,,908,948,680,731,972,1129,963,1083,737,1290,327,976,,,,,,,,,,,,,,,,,,,,,,,,,
318,2026-05-30T18:29:03.000,07:46.00,0x0A02,32,血量,各机器人剩余血量,info_20260530_182903_loop000000.c64,325,25,0,339,0,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
